Filename fn1 f0 fs iferror ifmethod rho p r g arfunc automodel dq pq nramp causality f0 ifquality ifwinsize OQ1 OQ2 NAQ AQ ClQ OQa QOQ SQ1 SQ2 DH12 PSP HRF 
17.mat 17 190.949479263849950 16000 0.904577327739394 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 190.949479263849950  3.294937500000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 21.778529287247764 NaN -8.407734003484947 
18.mat 18 193.372214298555860 16000 2.995944374490901 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 193.372214298555860  3.574937500000000 0.555889295785278 0.506196082575157 0.091890638918311 0.001464490440153 0.231717051239014 0.257654128389790 0.307042490297517 1.373302122824529 1.140929131558238 16.438891916614025 0.181205230444709 4.804594706506324 
19.mat 19 193.994732283532980 16000 1.017397898738913 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 193.994732283532980  3.119937500000000 0.570948155508300 0.520605405786957 0.103361431340547 0.001615957800720 0.240453574396594 0.287476954447559 0.328753605088845 1.412720280982336 1.197040768239200 4.877508459489071 0.136466393846913 1.467211516849103 
2.mat 2 59.996751854951803 16000 0.267941642200188 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 59.996751854951803  3.119937500000000 0.556641916739054 0.506236700764373 0.129012762615494 0.002147900988510 0.262011444543484 0.350361384602981 0.304218207463692 1.116646480755511 0.926086550978878 9.603684046367050 0.162318307705624 -4.110179054441713 
20.mat 20 190.511319757285290 16000 0.783797130062307 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 190.511319757285290  2.905000000000000 0.560416395365378 0.510816821531824 0.116343902561461 0.001851672599385 0.249172947094585 0.305765991243658 0.313725185583480 1.267974374357864 1.059902044250300 9.446107868491964 0.171342492268520 1.945359627821345 
21.mat 21 190.416847688185610 16000 2.430953798233065 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 190.416847688185610  3.119937500000000 0.556172909802712 0.505971828406756 0.100014547711070 0.001591351831261 0.227637828107371 0.297709701659058 0.313593448426725 1.419608399411946 1.199601598041645 10.042336351440660 0.180387802616641 -0.958919703893320 
22.mat 22 170.877051086859670 16000 46.567170871925747 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 170.877051086859670  13.770000000000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 20.397206351752246 NaN -2.477442138399687 
23.mat 23 212.012608944912840 16000 3.738989782000492 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 212.012608944912840  2.980000000000000 0.534842483998199 0.484965323961507 0.101766964026590 0.001696935034220 0.235352235824465 0.283810086670220 0.297130252986621 1.306343587261330 1.096228202942642 11.037204163029088 0.156298976008683 1.830349196761776 
24.mat 24 180.072403923623200 16000 6.621182615883312 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 180.072403923623200  7.019937500000000 0.549912285903789 0.495854788363178 0.106428254808314 0.001776629709590 0.229984020912446 0.286931104136796 0.306054790368419 1.348315368436883 1.102690922161653 4.759906856662902 0.164476812228799 6.348198906527784 
25.mat 25 191.151062514810630 16000 12.326185363755350 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 191.151062514810630  6.169937500000000 0.570215271184236 0.518542918425166 0.126717785624917 0.002083455255316 0.255942872447236 0.333337277276540 0.322982119976941 1.244327290237285 1.009922979676254 2.697390997503035 0.169273386675914 2.545182257303798 
26.mat 26 174.500693829964890 16000 3.319694511505124 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 174.500693829964890  7.415000000000000 0.999751590550096 0.783606982117417 0.080136967804034 0.000456873125558 0.501177924571862 0.232807155339646 0.638385002198552 1.040670411514582 0.465736509764479 9.689203287661648 0.495361660731923 -7.894341504154472 
27.mat 27 194.760338008089430 16000 1.127880110958031 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 194.760338008089430  2.994937500000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 22.434439384536880 NaN -7.433055252607965 
28.mat 28 192.025941142708210 16000 2.093027814848104 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 192.025941142708210  3.274937500000000 0.560421755564643 0.510365059494495 0.107168613564130 0.001695931878743 0.232297326475827 0.299772288641912 0.316539683302545 1.424297648643207 1.181676736430865 22.796321655509825 0.181161229247202 2.198267318070406 
29.mat 29 206.530902904629130 16000 1.234953236250283 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 206.530902904629130  3.449937500000000 0.576088766187599 0.523978671176283 0.079854346923604 0.001231477290662 0.265650626263863 0.226997173740254 0.326775366142322 1.179946011747349 0.938892532219621 11.803569608300577 0.151184132086460 0.804584302652671 
3.mat 3 188.950392109959150 16000 9.839032643289675 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 188.950392109959150  5.175000000000000 1.000209927069450 0.948235794526411 0.248959920721345 0.003943430884176 0.595410698013205 0.601623106574166 0.614956260802936 0.679280440338157 0.593128712586038 14.316033211019395 0.372945898241709 2.662147534641266 
30.mat 30 184.106358855834860 16000 4.058547065767793 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 184.106358855834860  3.334937500000000 0.564314070755616 0.513993726592615 0.122526539654305 0.001986363158418 0.255089576669916 0.329707713199057 0.321018413355852 1.239985701728899 1.038761137703153 11.914014495542482 0.175609552862137 0.044451879685638 
31.mat 31 194.103261559119490 16000 1.981487112201853 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 194.103261559119490  3.334937500000000 0.596050290671771 0.545735384094433 0.121859474745232 0.001884134525581 0.260166105521704 0.332941392898474 0.335767541533156 1.286665258486163 1.090907783048072 5.801109858940713 0.144103243386423 1.211021963329974 
32.mat 32 190.911786858115050 16000 17.316230046647576 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 190.911786858115050  6.169937500000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 12.963703984243843 NaN -4.462443181678698 
33.mat 33 318.127790732636470 16000 3.322763356871777 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 318.127790732636470  2.870000000000000 0.600448759931946 0.550980623099205 0.134986854327392 0.002126050561797 0.278205421311995 0.355051574157776 0.330542899816901 1.176421016619483 0.984044338328546 8.040211349106500 0.177027868174972 -2.411888979043147 
34.mat 34 226.208685616705880 16000 4.788944970641492 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 226.208685616705880  2.914937500000000 0.607903693413821 0.557880476579494 0.132755048008255 0.002022235783657 0.275520213538240 0.348763758999508 0.325283328235746 1.194844830247697 0.993852515025669 2.704129573157356 0.160551820322697 -0.773542694013308 
35.mat 35 183.792562429028010 16000 7.964946362915096 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 183.792562429028010  4.695000000000000 0.495299592382095 0.150458621716710 0.073149821275334 0.000384478824560 0.043439010130902 0.194953976999003 0.191435157848652 10.402184140235271 2.463675191108330 38.237077471062008 0.674548492659881 -4.891587974495853 
36.mat 36 187.593602770295830 16000 0.873532228527080 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 187.593602770295830  3.074937500000000 0.540420098359738 0.490679756597656 0.091584218688236 0.001501555427457 0.214761524798938 0.263256569973655 0.317406624792209 1.493441590803831 1.266052856562602 38.431802978973714 0.159328891043975 4.877092059374974 
37.mat 37 105.673186686070490 16000 1.108951962500038 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 105.673186686070490  3.404937500000000 0.606274221613293 0.553825647053694 0.069886724116838 0.001017658395753 0.273346432338951 0.199952115404353 0.350187824818380 1.219023091972747 0.991728873149393 3.164437312125248 0.198690296345537 0.726717058126167 
38.mat 38 196.568997319274250 16000 1.758166518647961 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 196.568997319274250  3.144937500000000 0.562062984060967 0.509720191210122 0.053806337155609 0.000840885002550 0.245841340356967 0.165536523346060 0.318103350342664 1.285404201708827 1.071201249950120 16.250037512338352 0.142189065835734 5.114314268348522 
39.mat 39 188.773832850747540 16000 7.210556408755518 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 188.773832850747540  5.515000000000000 0.554683034845593 0.504945294525210 0.096596769603252 0.001541597598787 0.217159579449456 0.278610446673937 0.312209336378529 1.503882554322422 1.263982586075380 8.375334938340394 0.173341367064883 3.798760971630019 
4.mat 4 175.715675816010760 16000 3.439691959758200 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 175.715675816010760  2.565000000000000 0.561089337125052 0.508024877734603 0.116007151457427 0.001985942117577 0.270007799678177 0.311118202926787 0.303489357931182 1.102552189944417 0.880354577867047 16.773239039341206 0.146834912315032 1.882491903327308 
40.mat 40 203.525658871383830 16000 0.613345566972364 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 203.525658871383830  3.229937500000000 0.578767730376870 0.526281816677970 0.059500678431254 0.000904108354588 0.245240640142920 0.190096757563884 0.326922589786733 1.366067239296614 1.112774869695347 -1.695460994331768 0.165547157006276 1.707350139714555 
41.mat 41 700.981823932471800 16000 1.012719020014653 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 700.981823932471800  3.394937500000000 0.565697382573516 0.512774335989481 0.120636490282819 0.001971427530017 0.261714097594199 0.335562167036385 0.315354278557400 1.299526565816209 1.022480610839790 6.896415174024710 0.188852327867410 3.557954952395247 
42.mat 42 195.413709852293920 16000 0.870526974858585 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 195.413709852293920  3.089937500000000 0.660116545858503 0.564497365576947 0.106228999300446 0.001656173139169 0.251588697556740 0.288975924478772 0.334853548593292 1.409172657893287 1.088565884100059 20.429481576883610 0.191787652330586 5.345854272909982 
43.mat 43 220.748314169504370 16000 1.809266103502818 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 220.748314169504370  4.349937500000000 0.584324413479389 0.534194675715739 0.099172955460444 0.001505548017440 0.243268252180309 0.285034262187251 0.326249819115678 1.382112555068368 1.160980851196250 3.980539858941036 0.161887790711462 -0.886230246052404 
44.mat 44 226.688197553768930 16000 2.063622483595931 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 226.688197553768930  3.405000000000000 0.586553386968228 0.535644821424071 0.091201328698959 0.001380997197533 0.246372170062148 0.262838369445580 0.327775893272802 1.420265173868210 1.173861071772292 14.777430331937481 0.179805052577557 1.477363942137334 
45.mat 45 193.224452151938640 16000 9.242776483240224 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 193.224452151938640  6.364937500000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 32.894279241754319 NaN -9.514827803904669 
46.mat 46 187.938583826328280 16000 8.088295734887216 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 187.938583826328280  5.280000000000000 0.577376930125309 0.513104843206000 0.132760579384849 0.002104617230658 0.252925868320927 0.342439201294681 0.345540808892448 1.494843001878981 1.056905549023134 4.339084239007491 0.263602204804153 3.418912391584413 
47.mat 47 98.530071773903231 16000 1.212444530951724 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 98.530071773903231  3.409937500000000 0.571036823955077 0.518346730016960 0.066831100766678 0.001033429137587 0.255512530265795 0.193852146488413 0.326294247269392 1.242293847781676 0.965745144619008 22.462061075957465 0.159031536601980 5.031512736470733 
48.mat 48 190.964425347639890 16000 1.515937465284265 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 190.964425347639890  3.174937500000000 0.557939425943337 0.507693269171480 0.102682921748344 0.001635003817150 0.240974506585377 0.295255767642355 0.309894728393896 1.339823423132703 1.107006337837905 25.221934147181347 0.186667611331421 4.659641055982048 
49.mat 49 61.092846972168061 16000 2.392384630154010 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 61.092846972168061  3.169937500000000 0.535980267930801 0.485261001778328 0.111449713565891 0.001844074801940 0.224335642528553 0.303645595721736 0.307807090833528 1.390354312717730 1.164124925481592 8.825154254487750 0.156745110033344 0.571923416595885 
5.mat 5 172.375953143725640 16000 2.716100010057980 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 172.375953143725640  2.599937500000000 0.558335611779639 0.506547739514739 0.125352307129747 0.002116127425898 0.271875473840704 0.330642031322355 0.311265987288727 1.046122043771208 0.862974509820333 1.127422053312273 0.159977998293647 0.179523074765375 
50.mat 50 193.496634069009990 16000 2.060404051574249 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 193.496634069009990  2.914937500000000 0.563695648000182 0.513908727880572 0.107428955167460 0.001689601995440 0.231755636257005 0.298186127024131 0.325375658248861 1.517369419551310 1.274631825636688 12.758168669043776 0.197322975848214 -0.482987180369439 
51.mat 51 64.740392039746254 16000 3.418814931449525 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 64.740392039746254  3.334937500000000 0.596106708883776 0.546626525472208 0.152855371230403 0.002372329912790 0.253934545171318 0.380402274808049 0.373138600961007 1.325362528717436 1.128353077791642 15.730714173076031 0.171564840105653 -1.975717901360350 
52.mat 52 189.033517185542560 16000 1.442557494151276 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 189.033517185542560  3.184937500000000 0.553752697673230 0.504024568089863 0.076073235896093 0.001213622221559 0.154571718740553 0.243927761480490 0.245260640958080 2.253218268175554 1.920208523946128 37.789354869146869 0.485860364206540 1.329035098556848 
53.mat 53 189.339179470644010 16000 8.800404504296608 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 189.339179470644010  5.095000000000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 6.926740648665621 NaN -5.825452355641144 
54.mat 54 611.574652674571210 16000 3.773739353815370 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 611.574652674571210  3.269937500000000 0.575143469772146 0.524784627372742 0.111481477459912 0.001718549652244 0.244929347090862 0.314649633324904 0.332195001018857 1.348795756109081 1.143508593385432 7.740638345620074 0.141376356970317 -1.717094415950549 
55.mat 55 196.664686693720060 16000 2.067565998471538 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 196.664686693720060  3.244937500000000 0.555968484283404 0.505965037359245 0.092749607304037 0.001476502846596 0.226781148691241 0.284501584006270 0.312232459723514 1.433919278636139 1.221909271086747 11.714295789198417 0.171241031675115 1.195074816902448 
56.mat 56 63.597365408725096 16000 1.763133397762654 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 63.597365408725096  3.579937500000000 0.557488958183405 0.508141308186677 0.088286286297689 0.001398248082224 0.237393961726814 0.262276940988374 0.318056761750876 1.349147588382919 1.124628363702135 8.860462058559840 0.191409909009590 0.225525995700120 
57.mat 57 198.650326272990380 16000 2.049863418874222 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 198.650326272990380  3.099937500000000 0.570288027746542 0.520639144373875 0.098590920263828 0.001532293513603 0.241311572395492 0.277834694148897 0.324021648206869 1.366719634416117 1.143225964893084 17.313401185194650 0.140863034149031 -0.904978799354616 
58.mat 58 59.898772603808602 16000 0.481321207632577 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 59.898772603808602  5.829937500000000 0.609226014557085 0.530622060206903 0.153820811343485 0.002625556896776 0.290726127639535 0.405071502751969 0.339511751709219 1.061599671824940 0.834644961470701 8.323351166385677 0.169083182836197 -4.186385636979470 
59.mat 59 201.138939399671020 16000 1.554035115419642 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 201.138939399671020  2.804937500000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 27.566917145241167 NaN -3.056495939520658 
6.mat 6 937.685686631780410 16000 3.385890126075345 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 937.685686631780410  2.394937500000000 0.970222269431334 0.901892081202409 0.203976817750757 0.003388370940057 0.437988377134690 0.530096364709905 0.527180846706854 1.177884499137778 1.019773689323136 26.201521367202190 0.377021375038084 -4.762168104566650 
60.mat 60 193.002875977712650 16000 19.362204907494608 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 193.002875977712650  6.829937500000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.060452396598187 NaN -2.655634590316157 
61.mat 61 188.824849541661000 16000 1.338268641411245 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 188.824849541661000  2.704937500000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.736544888381282 NaN -3.803279693611039 
62.mat 62 213.585712006806830 16000 1.964658459581836 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 213.585712006806830  3.299937500000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.405786524853326 NaN -5.741462441068443 
63.mat 63 217.839682568102460 16000 1.047138933604951 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 217.839682568102460  3.499937500000000 0.994917456429490 0.807611311230336 0.160944919686928 0.000751853627527 0.258073098075473 0.396299801421245 0.540470595286791 2.851306765070317 2.229203470873153 18.737682107038196 0.339355058655995 -3.825685566490311 
64.mat 64 212.435803399667690 16000 1.439395446152493 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 212.435803399667690  3.250000000000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.672135493865198 NaN -4.197583301932017 
65.mat 65 231.426071878693250 16000 1.441268259731273 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 231.426071878693250  3.154937500000000 0.498207196072554 0.416824652533618 0.041402528282722 0.000190777375969 0.145549507403828 0.088061207945344 0.157496450524675 2.422939760903997 1.863799816079998 16.636688861646860 1.284337756057902 -2.198934264056133 
66.mat 66 204.616652720815920 16000 0.728032692508709 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 204.616652720815920  2.964937500000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 14.956617612118357 NaN -4.199417032782288 
67.mat 67 202.332498740636540 16000 3.350372736104367 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 202.332498740636540  3.380000000000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.412005134648005 NaN -0.447408671408311 
68.mat 68 224.160685280719380 16000 0.845801298041445 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 224.160685280719380  2.854937500000000 0.751531201764079 0.707627750086559 0.062167979710292 0.000279868924768 0.499378545474776 0.105876519300965 0.162206431854282 0.504932898247706 0.417016723082874 19.290563736351281 0.701245343227705 -0.641168687469711 
69.mat 69 225.004026969023640 16000 0.947729961844010 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 225.004026969023640  3.089937500000000 0.687003495633487 0.635252965757970 0.066025929515044 0.000294423409445 0.537141391622892 0.174554000048715 0.310130320928329 0.278999359103212 0.182655024664265 11.637409742766081 0.522205462188398 0.268000587541640 
7.mat 7 343.922179835305490 16000 3.382478360555500 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 343.922179835305490  2.929937500000000 0.682994400728507 0.630535410489932 0.056164123462821 0.000624356581551 0.546202407039245 0.151540696643387 0.194614706415634 0.245497733485577 0.154398813267456 -47.051815012904875 1.183382836883846 34.468827228996865 
70.mat 70 190.760203101536490 16000 1.113317473171981 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 190.760203101536490  3.169937500000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 12.662413390363248 NaN -3.353656299983686 
71.mat 71 200.767508749601180 16000 19.269906301327062 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 200.767508749601180  6.560000000000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.840263639341181 NaN -6.370774819389790 
72.mat 72 191.826370124920830 16000 0.904896253522099 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 191.826370124920830  2.999937500000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 11.818857103704488 NaN -10.925896365980838 
73.mat 73 179.367015935811620 16000 6.740101790918801 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 179.367015935811620  3.604937500000000 0.531450277087524 0.480991007573727 0.072168873484419 0.001192813051448 0.250568011217994 0.226111363860977 0.305975655103005 1.047799116660372 0.657945914282686 -14.258896937539312 0.702589951120430 24.771691371646348 
74.mat 74 188.751960682374970 16000 11.952244251342233 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 188.751960682374970  5.234937500000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 20.279659499731714 NaN -3.739926748067628 
75.mat 75 59.784558436710135 16000 0.868219306605646 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 59.784558436710135  5.399937500000000 0.734942390446827 0.685203586298673 0.181948681188187 0.003011854738519 0.399827689526810 0.497288730033198 0.337768917050175 0.808666669802860 0.684047871483614 21.312764285534072 0.173786881727782 -4.354761986318296 
76.mat 76 190.722639702576000 16000 21.305161443518248 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 190.722639702576000  4.184937500000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 2.791336416317989 NaN -4.317223124560116 
77.mat 77 174.491640626883740 16000 4.128690171131741 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 174.491640626883740  2.769937500000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.984929513990132 NaN -2.045165539734780 
78.mat 78 190.259652169765960 16000 1.360662796097337 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 190.259652169765960  2.624937500000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 18.406072409516874 NaN -5.818344967834170 
79.mat 79 184.458177921084850 16000 39.908449376483638 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 184.458177921084850  11.594937500000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 16.196629850981111 NaN -5.325094532320918 
8.mat 8 192.892164661854710 16000 3.416432871344895 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 192.892164661854710  2.624937500000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 13.799911805217597 NaN -9.259588418606109 
80.mat 80 193.920141323918240 16000 4.900049920100051 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 193.920141323918240  2.769937500000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 9.666765097381692 NaN -7.685305896286135 
81.mat 81 198.192436070365400 16000 2.955625864002554 qcp 0.990000000000000 10 10 2 dap 0 0.700000000000000 0.100000000000000 7 causal 198.192436070365400  2.939937500000000 NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.083331288762359 NaN -2.505840261623773 
